employee_id,age,gender,department,education,tenure_years,salary_usd,performance_rating,location,attrition_flag
1386,26,Male,Finance,Bachelor,1.5,87334,Meets,Fishers,No
1387,35,Female,Customer Support,Doctorate,18.1,106648,Exceeds,Fort Wayne,No
1388,63,Female,Sales,Doctorate,18.2,60054,Meets,Bloomington,No
1389,57,Female,Operations,Bachelor,15.7,108028,Meets,Fishers,No
1390,53,Male,Sales,Doctorate,0.6,60207,Low,Fishers,No
1391,28,Female,Operations,Master,1.6,118650,Meets,Bloomington,No
1392,64,Male,Sales,High School,4.9,137821,Meets,Fort Wayne,No
1393,64,Male,Sales,Master,3.1,119554,Meets,Indianapolis,Yes
1394,25,Female,IT,Bachelor,8.3,59386,Meets,Bloomington,Yes
1395,59,Female,Finance,Bachelor,18.5,121276,Exceeds,Bloomington,No
1396,24,Female,Sales,Master,9.7,97518,Exceeds,Bloomington,No
1397,26,Female,Customer Support,Doctorate,0.8,90781,Meets,Fishers,No
1398,52,Male,Sales,Doctorate,6.0,90780,Exceeds,Carmel,No
1399,50,Female,HR,Bachelor,1.4,99440,Meets,Indianapolis,Yes
1400,55,Male,Finance,Associate,1.2,82199,Meets,Fort Wayne,No
1401,60,Female,HR,Doctorate,5.9,99035,Low,Fort Wayne,No
1402,36,Female,Finance,Master,5.9,46210,Meets,Carmel,Yes
1403,33,Female,HR,Doctorate,15.8,82363,Meets,Bloomington,No
1404,62,Female,Sales,Master,19.5,149175,Exceeds,Indianapolis,Yes
1405,50,Female,Sales,Bachelor,7.7,116279,Meets,Fort Wayne,No
1406,39,Female,IT,Doctorate,8.9,98348,Exceeds,Fort Wayne,No
1407,37,Male,Customer Support,Master,17.0,93284,Meets,Bloomington,No
1408,39,Male,HR,Bachelor,5.7,145628,Low,Carmel,No
1409,48,Male,Operations,Associate,3.5,147835,Exceeds,Indianapolis,No
1410,46,Male,IT,Master,17.1,110124,Meets,Carmel,No
1411,57,Female,HR,Associate,1.4,106847,Meets,Carmel,No
1412,46,Female,HR,Associate,12.6,60432,Meets,Indianapolis,Yes
1413,43,Male,IT,High School,11.5,102089,Low,Indianapolis,No
1414,29,Male,Sales,Doctorate,7.2,93398,Meets,Fort Wayne,No
1415,32,Male,HR,Master,6.6,137291,Meets,Fort Wayne,No
1416,21,Female,Sales,Associate,15.6,41321,Meets,Indianapolis,No
1417,21,Female,IT,High School,2.2,119348,Exceeds,Fishers,No
1418,54,Male,Sales,Bachelor,5.1,75383,Meets,Fort Wayne,No
1419,52,Female,Finance,Master,14.8,151816,Meets,Fishers,Yes
1420,45,Female,Operations,Associate,11.2,116682,Meets,Indianapolis,Yes
1421,60,Male,HR,Doctorate,3.0,117190,Exceeds,Fort Wayne,No
1422,21,Female,Customer Support,High School,17.7,90893,Low,Carmel,No
1423,36,Female,Operations,Associate,8.2,73820,Meets,Indianapolis,No
1424,59,Male,Sales,Doctorate,16.6,104262,Low,Bloomington,No
1425,25,Male,HR,Associate,15.9,41760,Low,Fishers,No
1426,42,Male,Sales,Master,12.7,60190,Exceeds,Indianapolis,Yes
1427,49,Male,Finance,Master,10.1,105411,Meets,Indianapolis,No
1428,23,Female,IT,Master,19.6,61377,Meets,Fort Wayne,No
1429,32,Female,HR,High School,3.3,84737,Meets,Fort Wayne,No
1430,46,Male,Finance,Master,14.6,107569,Meets,Fort Wayne,No
1431,36,Male,Finance,Doctorate,4.2,76211,Exceeds,Bloomington,No
1432,57,Male,HR,Associate,7.1,120909,Exceeds,Fort Wayne,No
1433,42,Male,Sales,Bachelor,6.5,41744,Meets,Indianapolis,No
1434,49,Female,Customer Support,Doctorate,19.0,62995,Exceeds,Fort Wayne,No
1435,34,Male,Finance,Doctorate,19.4,54977,Meets,Carmel,No
1436,48,Male,Operations,Master,4.1,135938,Meets,Fort Wayne,No
1437,25,Male,Finance,High School,0.9,72542,Meets,Bloomington,No
1438,50,Female,Customer Support,Associate,14.5,48651,Meets,Carmel,No
1439,25,Male,Sales,High School,8.7,137239,Meets,Indianapolis,No
1440,32,Female,Sales,Associate,2.2,116931,Exceeds,Indianapolis,No
1441,36,Male,Operations,Associate,13.8,133344,Meets,Fishers,Yes
1442,46,Female,Finance,High School,11.1,140112,Exceeds,Carmel,No
1443,46,Female,Sales,Doctorate,19.6,54715,Meets,Fishers,No
1444,41,Male,Customer Support,Associate,4.9,82409,Exceeds,Carmel,No
1445,59,Male,HR,High School,8.4,62306,Meets,Carmel,No
1446,56,Female,IT,Associate,11.1,57086,Meets,Bloomington,No
1447,53,Female,IT,Bachelor,15.9,52376,Meets,Fishers,No
1448,50,Male,IT,Doctorate,11.2,99350,Exceeds,Bloomington,Yes
1449,57,Female,Finance,Master,12.5,109425,Low,Carmel,No
1450,43,Female,Operations,Associate,4.9,141358,Exceeds,Indianapolis,No
1451,30,Female,Sales,Bachelor,17.0,74636,Low,Carmel,No
1452,25,Male,HR,Master,8.9,124120,Meets,Bloomington,No
1453,56,Female,Customer Support,Master,3.2,152889,Exceeds,Fishers,No
1454,54,Male,HR,Associate,13.5,89649,Meets,Fishers,No
1455,51,Female,Customer Support,High School,4.7,72610,Meets,Bloomington,No
1456,30,Male,Finance,Associate,2.4,48058,Meets,Fishers,No
1457,39,Male,IT,Bachelor,17.3,112637,Exceeds,Fort Wayne,Yes
1458,52,Male,Finance,Master,9.5,116033,Low,Indianapolis,Yes
1459,21,Female,Operations,Associate,15.1,108194,Exceeds,Indianapolis,No
1460,25,Male,Operations,High School,6.2,114917,Low,Indianapolis,No
1461,24,Male,Customer Support,Associate,15.8,102200,Exceeds,Fishers,No
1462,36,Male,Sales,Doctorate,2.7,143848,Exceeds,Fishers,No
1463,44,Female,Sales,High School,7.4,144022,Meets,Carmel,No
1464,36,Non-Binary,Customer Support,Bachelor,19.6,84619,Meets,Carmel,No
1465,22,Male,Operations,Master,16.0,55154,Meets,Indianapolis,No
1466,48,Female,Operations,Associate,10.2,57539,Meets,Fort Wayne,No
1467,52,Female,Operations,High School,7.1,98058,Low,Carmel,No
1468,47,Female,Finance,Doctorate,17.5,100068,Low,Carmel,No
1469,40,Male,Operations,High School,11.1,115313,Low,Fishers,No
1470,44,Male,HR,Doctorate,15.3,137932,Meets,Fort Wayne,No
1471,32,Male,IT,Bachelor,15.2,68373,Meets,Indianapolis,No
1472,55,Male,Operations,Master,0.8,71154,Meets,Carmel,No
1473,53,Male,Customer Support,Bachelor,3.0,44031,Exceeds,Fort Wayne,No
1474,53,Female,IT,Associate,13.4,131533,Meets,Fort Wayne,Yes
1475,63,Male,Finance,High School,3.7,109975,Meets,Indianapolis,Yes
1476,57,Male,Customer Support,Doctorate,5.5,60785,Meets,Fort Wayne,No
1477,32,Female,IT,Doctorate,19.0,116928,Exceeds,Fort Wayne,No
1478,23,Male,Customer Support,High School,11.4,66669,Exceeds,Fort Wayne,No
1479,21,Female,Finance,High School,15.1,132475,Exceeds,Carmel,No
1480,53,Female,HR,Associate,11.4,40282,Exceeds,Indianapolis,No
1481,60,Male,Finance,Bachelor,11.3,72624,Low,Fort Wayne,No
1482,30,Female,Finance,Doctorate,2.3,86438,Exceeds,Fort Wayne,No
1483,63,Female,Customer Support,Associate,7.2,127900,Meets,Carmel,No
1484,64,Female,Sales,Bachelor,6.0,105534,Meets,Indianapolis,No
1485,49,Female,Operations,Associate,8.1,69705,Exceeds,Fishers,No
1486,33,Female,Operations,Doctorate,16.1,76244,Low,Carmel,No
1487,32,Female,HR,High School,7.8,112964,Meets,Indianapolis,No
1488,51,Male,HR,High School,9.3,75437,Meets,Fort Wayne,No
1489,22,Male,Operations,Bachelor,8.2,115872,Meets,Indianapolis,No
1490,55,Male,Sales,Master,2.3,112878,Meets,Indianapolis,No
1491,43,Female,Operations,Bachelor,9.1,143368,Meets,Indianapolis,Yes
1492,37,Male,Sales,Master,4.3,110982,Meets,Fishers,No
1493,46,Female,HR,Associate,4.1,88583,Meets,Indianapolis,No
1494,28,Female,IT,Associate,2.3,76392,Exceeds,Fishers,No
1495,49,Female,Customer Support,Doctorate,7.5,45461,Low,Fort Wayne,No
1496,46,Non-Binary,HR,Master,15.3,138123,Meets,Fishers,No
1497,30,Female,HR,Doctorate,5.9,48516,Exceeds,Fort Wayne,No
1498,46,Female,Finance,High School,6.6,117285,Exceeds,Fort Wayne,No
1499,54,Male,Finance,Master,13.0,55514,Meets,Fishers,No
1500,61,Female,Finance,Bachelor,4.3,138962,Meets,Carmel,Yes
